datetime,machineid,machinemodel,machineage,volt,rotate,pressure,vibration,errorid,compmaint,compfail
2015-10-20 17:00:00,98,model2,20,196.830966643807,409.029535969044,116.832824447082,44.27163868295,1,0,0
2015-06-05 18:00:00,98,model2,20,166.895391340101,503.16194357442,109.803283004974,40.2339290408663,1,0,0
2015-07-28 06:00:00,98,model2,20,185.434969783824,447.380179167475,125.41700386814,44.0508277036086,1,0,0
2015-12-27 22:00:00,98,model2,20,171.305143733175,392.010334170567,115.191374212921,45.4082615106453,1,0,0
2015-04-02 17:00:00,98,model2,20,166.791143949693,477.598189462851,83.3868098316151,34.400115873558,1,0,0
2015-04-20 21:00:00,98,model2,20,157.909423180299,461.707837644248,100.815164225117,41.8370690641657,1,0,0
2015-05-14 06:00:00,98,model2,20,196.091847438309,488.417393312353,89.8545048601825,47.114591890165,1,0,0
2015-03-31 03:00:00,98,model2,20,161.006353909788,471.539156386801,86.4212144565234,34.3865383902799,1,0,0
2015-03-26 08:00:00,98,model2,20,167.584775877139,332.230415140004,109.98042772506,43.2138090179855,1,0,0
2015-05-29 06:00:00,98,model2,20,140.937538614731,365.883607314888,130.265403250643,46.443283493181,1,0,0
2015-06-13 06:00:00,98,model2,20,173.766610129803,499.831039815846,88.2609873694315,49.4958877711377,1,0,0
2015-06-13 06:00:00,98,model2,20,173.766610129803,499.831039815846,88.2609873694315,49.4958877711377,1,0,0
2015-02-21 16:00:00,98,model2,20,181.840727008057,538.6814785409,97.6916653366427,37.7753039840912,1,0,0
2015-08-08 15:00:00,98,model2,20,190.395248937175,430.318221673621,105.993260528922,38.2824905816147,1,0,0
2015-12-09 09:00:00,98,model2,20,172.000617965036,427.585539124407,98.0646443364583,46.1275038866947,1,0,0
2015-02-13 06:00:00,98,model2,20,194.069377004276,512.325555430382,104.389860701916,42.5076057377798,1,0,0
2015-02-28 16:00:00,98,model2,20,173.716041428564,463.07044406775,84.1619385853584,59.4922300086417,1,0,0
2015-10-16 18:00:00,98,model2,20,196.436915743513,412.758211812247,101.457804822029,43.5554851385002,1,0,0
2015-08-02 01:00:00,98,model2,20,175.783458375307,420.858069879407,95.2254356366,44.4559434665873,1,0,0
2015-03-29 14:00:00,98,model2,20,175.105147507939,523.561385324592,107.634758485843,34.9319806921205,1,0,0
2015-03-05 22:00:00,98,model2,20,142.412293668775,363.502739240069,108.651022417203,48.6298895759412,1,0,0
2015-10-23 09:00:00,98,model2,20,159.46356835544,452.995938665982,115.264322922684,38.211680340707,1,0,0
2015-10-21 08:00:00,98,model2,20,180.979657054921,424.588647391478,116.701743940396,38.5574843982076,1,0,0
2015-11-07 10:00:00,98,model2,20,196.686297903637,434.259047734967,90.3806381105417,41.6836346145416,1,0,0
2015-02-02 23:00:00,98,model2,20,199.46896012001,360.101462602423,106.022918992107,38.2859241556003,1,0,0
2015-06-20 06:00:00,98,model2,20,137.337819085996,426.010404737615,100.207938429943,46.8184055431848,1,0,0
2015-06-28 06:00:00,98,model2,20,199.915591957881,360.019654393245,77.0008241003149,57.8098162700321,1,0,0
2015-06-28 06:00:00,98,model2,20,199.915591957881,360.019654393245,77.0008241003149,57.8098162700321,1,0,0
2015-01-29 06:00:00,98,model2,20,156.740284006902,398.040623040841,126.624914712669,34.3538231843052,1,0,0
2015-11-03 23:00:00,98,model2,20,177.422199069892,426.108823255308,95.757076265151,44.920321579801,1,0,0
2015-04-14 06:00:00,98,model2,20,154.903649301285,404.660680901964,128.249289903882,40.2152695297922,1,0,0
2015-09-17 15:00:00,98,model2,20,195.293694002068,423.559495594411,105.187464980168,43.9102973284397,0,0,0
2015-10-15 06:00:00,98,model2,20,187.238095313116,446.73742721716,104.147573177426,32.4759089769629,0,0,0
2015-07-29 00:00:00,98,model2,20,185.130501345874,499.133134493812,147.421080203003,38.4949978249176,0,0,0
2015-08-30 12:00:00,98,model2,20,162.685181251496,483.601328103142,104.1052763184,41.0678611171466,0,0,0
2015-04-05 12:00:00,98,model2,20,175.458131617189,462.00667670167,100.087783172134,38.6705122546215,0,0,0
2015-04-06 07:00:00,98,model2,20,154.497767008675,445.194058664717,81.5541498484609,40.825407536233,0,0,0
2015-03-25 13:00:00,98,model2,20,152.425887079728,519.49328959804,98.4100333912219,50.595487740599,0,0,0
2015-10-07 09:00:00,98,model2,20,169.241994056063,523.406075133973,105.394421644339,42.1453441164982,0,0,0
2015-08-07 22:00:00,98,model2,20,167.574062886276,503.642606371661,100.480313113944,42.3806160370507,0,0,0
2015-08-30 07:00:00,98,model2,20,163.758759136854,421.707967105287,101.984771959129,36.1583706614489,0,0,0
2015-09-15 00:00:00,98,model2,20,199.894261285065,461.549028301405,95.3660209680165,42.1134877453277,0,0,0
2015-09-04 05:00:00,98,model2,20,195.6716631451,439.537604103741,107.005833739695,42.7157685431125,0,0,0
2015-03-15 06:00:00,98,model2,20,151.678541875147,458.233456668754,100.49893235088,46.7386236658237,0,0,0
2015-11-21 18:00:00,98,model2,20,167.761729001765,443.599665034874,86.1789175593213,44.7567981000933,0,0,0
2015-11-03 15:00:00,98,model2,20,223.425689226347,429.33616744865,99.7208169653289,44.3216550323997,0,0,0
2015-07-08 13:00:00,98,model2,20,190.423609182525,459.480038295965,109.17435096263,43.9907047623379,0,0,0
2015-06-14 00:00:00,98,model2,20,159.770642249568,316.052408890166,105.278514445041,61.3046993573079,0,0,0
2015-04-01 14:00:00,98,model2,20,193.034116331603,414.965672432334,107.046783343782,47.8271237555101,0,0,0
2015-09-22 05:00:00,98,model2,20,186.830089959662,482.551751424677,109.809432356208,32.360325196797,0,0,0
2015-08-31 00:00:00,98,model2,20,170.497193849053,371.346576292544,86.0926537430272,46.9905870374268,0,0,0
2015-11-10 00:00:00,98,model2,20,154.469540555123,489.67914086321,105.645166971443,37.3348653595612,0,0,0
2015-11-26 06:00:00,98,model2,20,178.078796720393,384.575261715954,105.645361242629,29.4817382478848,0,1,1
2015-11-26 06:00:00,98,model2,20,178.078796720393,384.575261715954,105.645361242629,29.4817382478848,0,1,1
2015-10-13 17:00:00,98,model2,20,172.378955073768,451.04696287964,95.3627888157053,39.5483425993525,0,0,0
2015-06-13 16:00:00,98,model2,20,167.415056254157,415.610612359932,92.2292649719594,58.5806636207106,0,0,0
2015-03-21 19:00:00,98,model2,20,169.133510863879,490.306388912333,96.0940199962379,39.2205645193603,0,0,0
2015-08-26 16:00:00,98,model2,20,169.324849522789,437.237243440738,108.474902146221,38.0066670892405,0,0,0
2015-10-31 20:00:00,98,model2,20,187.178141533918,463.03531898723,113.368637622127,40.9293615069271,0,0,0
2015-11-14 16:00:00,98,model2,20,191.176076276533,480.320483008589,90.5137815075286,37.3414227338707,0,0,0
2015-05-22 22:00:00,98,model2,20,140.744837095322,492.204752232302,99.2849426778985,40.704261125018,0,0,0
2015-04-15 06:00:00,98,model2,20,146.506177739098,484.758588537026,115.328395603786,40.9849966062878,0,1,1
2015-11-12 12:00:00,98,model2,20,185.554861942064,431.88121632838,89.1244703885736,41.0678767744989,0,0,0
2015-12-25 06:00:00,98,model2,20,154.711699522409,466.625440121955,105.569300586624,40.0153194981883,0,0,0
2015-08-03 05:00:00,98,model2,20,188.369670025991,392.711939256375,99.2491343302694,46.5456154769398,0,0,0
2015-12-24 15:00:00,98,model2,20,150.531995262473,396.731989169916,102.913845287148,42.043418202968,0,0,0
2015-08-20 02:00:00,98,model2,20,204.537963498244,502.524927923005,99.8770356085133,30.7300973673409,0,0,0
2015-10-14 03:00:00,98,model2,20,163.561530257059,409.775706203083,86.2733262739022,41.1064229365364,0,0,0
2015-04-07 10:00:00,98,model2,20,158.348196251908,563.940596813116,96.4412078429355,37.0728186128405,0,0,0
2015-05-18 06:00:00,98,model2,20,175.541586386757,362.040052955766,102.25205502554,38.9272103467873,0,0,0
2015-01-02 09:00:00,98,model2,20,147.987697616276,488.989032896433,94.9471949335968,36.4696269569296,0,0,0
2015-05-17 20:00:00,98,model2,20,157.166791081541,344.460182610312,96.5562782119967,32.5001831373522,0,0,0
2015-02-19 09:00:00,98,model2,20,149.953207270037,448.626228931982,95.2700301114839,33.0405755123603,0,0,0
2015-06-17 15:00:00,98,model2,20,131.042460381638,439.606378421825,92.5237033816022,38.4107008004833,0,0,0
2015-11-01 19:00:00,98,model2,20,160.634665468319,468.983725370194,100.350259306458,36.9624089345014,0,0,0
2015-10-29 17:00:00,98,model2,20,176.16379332761,487.302336649534,100.882483038847,39.8264019917515,0,0,0
2015-01-27 17:00:00,98,model2,20,196.52043811353,425.976892997353,108.058825409783,39.3061630923518,0,0,0
2015-10-15 17:00:00,98,model2,20,183.343190189959,478.540065866404,91.0378654856678,40.0924540297645,0,0,0
2015-02-14 06:00:00,98,model2,20,198.406749852156,418.53293435842,103.190058140377,39.1784335078522,0,1,1
2015-02-14 06:00:00,98,model2,20,198.406749852156,418.53293435842,103.190058140377,39.1784335078522,0,1,1
2015-01-26 06:00:00,98,model2,20,155.250056484743,499.566183273306,104.135322976034,35.065512647416,0,0,0
2015-03-01 03:00:00,98,model2,20,180.657754594647,438.024549214174,101.108540519992,51.8258971377573,0,0,0
2015-01-30 06:00:00,98,model2,20,174.349852154471,376.683444398377,121.041940687612,31.5227132661145,0,1,1
2015-05-30 06:00:00,98,model2,20,186.593245186367,449.874673799049,118.521912266875,43.0535372776414,0,1,1
2015-07-29 06:00:00,98,model2,20,158.287053073464,463.875057416036,131.359087888724,41.1971045196032,0,1,1
2015-07-29 06:00:00,98,model2,20,158.287053073464,463.875057416036,131.359087888724,41.1971045196032,0,1,1
2015-03-13 09:00:00,98,model2,20,189.705845924562,445.822511674543,108.534282606382,40.6371583670367,0,0,0
2015-05-16 00:00:00,98,model2,20,170.562866708377,361.713963818475,93.4684094277497,41.8954038681237,0,0,0
2015-04-19 11:00:00,98,model2,20,160.166831829479,438.524457969028,90.2963040876861,43.5019519087413,0,0,0
2015-10-08 17:00:00,98,model2,20,169.991413754616,444.200484519252,93.6163531465484,52.3829456787843,0,0,0
2015-05-10 22:00:00,98,model2,20,172.48500876531,465.165647777693,111.309874050606,36.3834871522468,0,0,0
2015-06-08 20:00:00,98,model2,20,164.549710994069,469.564564485756,109.216507263331,39.0157442053699,0,0,0
2015-02-25 02:00:00,98,model2,20,138.287008449166,425.056287587749,87.3617087044698,35.871304409152,0,0,0
2015-01-02 17:00:00,98,model2,20,150.110210504742,481.756557936599,99.0775604993356,42.865302215862,0,0,0
2015-11-11 13:00:00,98,model2,20,164.296302030657,441.664445446409,100.64480195713,49.0963953749415,0,0,0
2015-02-12 04:00:00,98,model2,20,213.322662284685,531.783533246323,104.394909599774,44.0088492907322,0,0,0
2015-02-27 21:00:00,98,model2,20,177.526009322461,452.398243130005,97.5222274513203,42.1026934104775,0,0,0
2015-11-12 03:00:00,98,model2,20,192.79144303793,511.88380436643,103.771576426836,37.2036760427799,0,0,0
2015-03-06 15:00:00,98,model2,20,163.242638718902,483.810754419174,111.769174179191,46.5090126271122,0,0,0
2015-04-19 14:00:00,98,model2,20,151.871574320008,496.522249756345,111.244513300843,38.129911522436,0,0,0
2015-06-12 03:00:00,98,model2,20,199.687971531061,443.343478159118,93.2529691888475,45.0815171618386,0,0,0
2015-01-25 11:00:00,98,model2,20,185.153415685922,526.213434959401,91.9851751524554,33.8632529061495,0,0,0
2015-10-18 16:00:00,98,model2,20,153.031661057378,524.98975140877,123.695211452122,33.1707724343142,0,0,0
2015-08-22 23:00:00,98,model2,20,190.761792907305,485.429240642524,99.7904303139539,49.8907674211992,0,0,0
2015-06-02 20:00:00,98,model2,20,178.770090875735,549.882619047026,111.05520307064,39.8141565207551,0,0,0
2015-12-31 07:00:00,98,model2,20,192.976813686141,465.695708943095,109.376709958658,39.5683073341696,0,0,0
2015-04-19 06:00:00,98,model2,20,142.4727722674,463.49538758273,79.4501813569426,41.3525720716651,0,0,0
2015-03-29 08:00:00,98,model2,20,177.518956877209,427.854001306318,91.9800113561305,34.8660661628813,0,0,0
2015-03-31 21:00:00,98,model2,20,164.889852096725,345.42383944429,97.1168469462186,41.5099185546316,0,0,0
2015-09-01 19:00:00,98,model2,20,165.301644271076,443.13137660489,100.187175599963,47.0497684035697,0,0,0
2015-11-18 14:00:00,98,model2,20,162.213879948138,449.794389217174,120.481997897758,45.403326140964,0,0,0
2015-09-03 07:00:00,98,model2,20,203.76909343225,591.574257274681,120.921297592106,41.2963935998917,0,0,0
2015-06-20 17:00:00,98,model2,20,177.168726310902,504.992274333898,77.311390640666,39.9532771192861,0,0,0
2015-05-31 21:00:00,98,model2,20,174.168457574448,406.4538003403,101.439311751226,31.2810772182909,0,0,0
2015-01-13 00:00:00,98,model2,20,191.034371568802,428.68132664095,92.9443238934855,30.9220925879783,0,0,0
2015-10-24 09:00:00,98,model2,20,193.951859240988,491.539952825499,88.6104085171412,43.5667051941917,0,0,0
2015-12-14 13:00:00,98,model2,20,185.544412866756,457.367774120755,98.6310149811768,40.1903048581604,0,0,0
2015-06-05 13:00:00,98,model2,20,208.573348099352,433.370331460167,115.471520027342,46.8168329550143,0,0,0
2015-09-14 14:00:00,98,model2,20,155.976502970714,412.055834639251,104.36087324425,40.7707478167144,0,0,0
2015-03-27 15:00:00,98,model2,20,180.595373918739,435.676393440937,115.180101200925,45.5613332934183,0,0,0
2015-07-04 12:00:00,98,model2,20,164.110605688281,434.554727348553,103.183603336069,42.2064233762055,0,0,0
2015-12-14 10:00:00,98,model2,20,180.565713533626,533.056896775336,114.994435837892,40.7437897278942,0,0,0
2015-07-04 07:00:00,98,model2,20,151.533377159772,434.232482516427,88.4539419831604,40.2572480507762,0,0,0
2015-02-13 05:00:00,98,model2,20,169.857818779643,515.295850695937,107.427568005904,38.8223503557107,0,0,0
2015-10-28 08:00:00,98,model2,20,183.064459265771,429.300762076491,111.979338635897,42.5971307214314,0,0,0
2015-06-27 14:00:00,98,model2,20,189.440331027359,453.046512078475,105.632714973471,50.3325124448244,0,0,0
2015-06-09 16:00:00,98,model2,20,164.857573024688,401.694435144893,103.226307444495,36.3704010457347,0,0,0
2015-04-01 00:00:00,98,model2,20,177.207358599557,407.355785159875,87.5485086201606,48.2067544151732,0,0,0
2015-04-03 00:00:00,98,model2,20,170.419647813552,376.901478371897,106.711225129036,42.1255819766256,0,0,0
2015-12-28 17:00:00,98,model2,20,183.36775761429,548.981081783106,93.3729093717171,50.4300284982534,0,0,0
2015-05-06 04:00:00,98,model2,20,183.849901834987,412.089188396317,90.2600643395957,33.9317385974169,0,0,0
2015-02-06 15:00:00,98,model2,20,159.710171885681,454.876921659629,133.673951783912,44.5521881452561,0,0,0
2015-06-14 11:00:00,98,model2,20,185.093665683793,386.105614634355,97.6516576722743,47.8154645925233,0,0,0
2015-07-07 02:00:00,98,model2,20,180.473890922307,490.276712132282,114.222935518,40.7550315810979,0,0,0
2015-01-01 17:00:00,98,model2,20,176.540419415715,398.136233364984,91.8250146933492,35.2235271665479,0,0,0
2015-08-09 11:00:00,98,model2,20,178.943835043519,513.933127276381,97.8987643178032,41.9620044043667,0,0,0
2015-08-09 22:00:00,98,model2,20,180.53805598844,538.004055792288,116.577805928554,39.0469432200864,0,0,0
2015-08-11 17:00:00,98,model2,20,201.326583087297,540.241258543659,97.5248673394253,45.4522318758426,0,0,0
2015-03-20 06:00:00,98,model2,20,145.886098394269,426.838115646302,86.9584525690397,46.2510095520762,0,0,0
2015-01-26 04:00:00,98,model2,20,195.24070615184,406.294442209816,89.863464046069,39.1592243808308,0,0,0
2015-08-07 17:00:00,98,model2,20,151.607395380394,407.943592661382,93.5288376876906,34.8068081180254,0,0,0
2015-09-07 17:00:00,98,model2,20,149.978514728664,417.006650999046,102.447821437559,40.0651784409179,0,0,0
2015-05-09 13:00:00,98,model2,20,148.732818946283,409.634637644192,97.1745862702233,48.0584945410509,0,0,0
2015-10-26 17:00:00,98,model2,20,174.970182469227,257.027506526063,102.535100419443,39.137619801662,0,0,0
2015-06-19 10:00:00,98,model2,20,166.69774126027,423.635518493603,115.068180385665,41.4570361488106,0,0,0
2015-12-04 09:00:00,98,model2,20,151.016601777908,392.440235694078,83.6979358309359,47.9689057983419,0,0,0
2015-12-12 04:00:00,98,model2,20,190.356801334424,468.018578399915,99.6634029578304,44.3543756025292,0,0,0
2015-01-16 17:00:00,98,model2,20,160.137027780693,468.649994832702,122.813067140788,42.7665813528797,0,0,0
2015-10-12 22:00:00,98,model2,20,161.098907396817,461.597052082728,95.1360021136465,35.1728979530291,0,0,0
2015-03-21 07:00:00,98,model2,20,161.444325293777,433.481312480148,121.743225231043,44.6251536518518,0,0,0
2015-04-24 12:00:00,98,model2,20,173.940732358127,315.628914661925,79.2880189424366,42.5951523983659,0,0,0
2015-10-16 21:00:00,98,model2,20,160.91409837783,385.695903299758,93.7225347685533,40.0225383103984,0,0,0
2015-09-17 08:00:00,98,model2,20,182.362582764719,449.184316577986,114.063060162255,38.294332049303,0,0,0
2015-06-21 08:00:00,98,model2,20,178.002630837732,501.951055580255,109.850692174422,39.1839806480932,0,0,0
2015-10-05 14:00:00,98,model2,20,191.113195897138,456.007527481803,103.450164603583,40.6384680700539,0,0,0
2015-03-19 15:00:00,98,model2,20,195.571099252559,510.263519746418,89.2099473199264,44.6884354521085,0,0,0
2015-05-13 17:00:00,98,model2,20,210.847428304087,459.148116497251,91.4509385321388,40.1884502085234,0,0,0
2015-02-03 07:00:00,98,model2,20,167.688218618703,425.531530073252,77.6714438042456,32.3245041623923,0,0,0
2015-02-06 23:00:00,98,model2,20,132.632436780599,342.320420780493,121.890611315601,36.3267049477165,0,0,0
2015-12-02 05:00:00,98,model2,20,148.65148576366,461.379715290778,125.699105531052,38.7966517045595,0,0,0
2015-03-26 18:00:00,98,model2,20,190.050339302138,527.864458071869,111.2711221832,38.5925019703537,0,0,0
2015-07-01 07:00:00,98,model2,20,176.463810375346,491.734203141784,59.867767780157,45.0717147246192,0,0,0
2015-03-17 01:00:00,98,model2,20,167.927774015415,487.062839872441,103.669468144425,41.8104346920057,0,0,0
2015-01-06 00:00:00,98,model2,20,189.845573015149,451.340154042151,103.725907512176,40.5474997807228,0,0,0
2015-09-03 08:00:00,98,model2,20,164.200755736754,397.250803309469,105.967526815272,36.1258498321931,0,0,0
2015-03-04 00:00:00,98,model2,20,193.512654476939,596.607117193411,108.624863296738,32.4109748655839,0,0,0
2015-09-09 17:00:00,98,model2,20,172.081591200565,444.127707569654,103.107217613101,32.6369768355192,0,0,0
2015-12-02 16:00:00,98,model2,20,143.414305141608,463.20251895809,116.633524808766,40.4999863677673,0,0,0
2015-11-28 14:00:00,98,model2,20,151.598347600494,441.757684188942,109.135206985755,44.9199852732228,0,0,0
2015-08-14 10:00:00,98,model2,20,168.834144873463,376.481560775336,96.6066072060558,39.3311392907617,0,0,0
2015-07-28 05:00:00,98,model2,20,190.985707680876,503.836790102541,139.944279021312,49.6363254524023,0,0,0
2015-01-26 05:00:00,98,model2,20,141.060624792933,545.823721301426,99.395664570362,45.3928727361267,0,0,0
2015-12-13 05:00:00,98,model2,20,179.764439009948,457.599698328369,105.983971786572,42.3824390867525,0,0,0
2015-03-29 13:00:00,98,model2,20,169.065597140286,472.977430303779,93.1854278721682,35.932953269611,0,0,0
2015-09-04 22:00:00,98,model2,20,151.334710922652,463.353109652086,110.300975883319,49.7700623535072,0,0,0
2015-03-06 17:00:00,98,model2,20,155.09606176973,442.067942293169,94.4884948609487,32.2029031654198,0,0,0
2015-05-19 16:00:00,98,model2,20,164.062537803084,450.252033748921,101.280526847752,33.3395035895479,0,0,0
2015-08-21 19:00:00,98,model2,20,185.97462135026,492.806376766162,103.346366665333,31.6267509071936,0,0,0
2015-06-05 05:00:00,98,model2,20,185.602792693248,435.845478913915,100.196870411176,43.0658882242639,0,0,0
2015-09-23 05:00:00,98,model2,20,183.845428479181,365.444202817228,122.749283856345,42.5031346203682,0,0,0
2015-11-14 02:00:00,98,model2,20,164.316281791963,479.802837936082,102.138957932761,39.6741868390334,0,0,0
2015-05-14 23:00:00,98,model2,20,200.127795265403,359.754953763617,88.7383588162962,38.5618889428133,0,0,0
2015-09-30 15:00:00,98,model2,20,171.884625614561,494.720706984058,98.2266983336457,42.2430543494197,0,0,0
2015-10-30 11:00:00,98,model2,20,158.052883819515,473.758886219752,94.8206108786552,39.1552214106735,0,0,0
2015-05-10 09:00:00,98,model2,20,162.343330150099,393.775231238941,99.0956909030495,38.3595701872091,0,0,0
2015-10-02 16:00:00,98,model2,20,176.04292075078,413.243605167571,104.065361598576,49.977610162235,0,0,0
2015-11-08 13:00:00,98,model2,20,158.593381180793,356.663624339892,95.6567035691276,36.45017780698,0,0,0
2015-11-09 09:00:00,98,model2,20,179.854639705558,384.232266573347,117.727021235601,40.852657712328,0,0,0
2015-09-16 00:00:00,98,model2,20,174.607897536296,494.553354345508,116.1955287696,33.9085990435329,0,0,0
2015-09-18 10:00:00,98,model2,20,153.060693238316,454.30171148517,117.026602229318,49.8156601206434,0,0,0
2015-07-15 15:00:00,98,model2,20,166.478687843217,456.589077256814,97.177005418167,46.5013581682781,0,0,0
2015-04-20 02:00:00,98,model2,20,165.364145380756,414.217978055934,111.356763507284,50.7983534828246,0,0,0
2015-05-16 09:00:00,98,model2,20,153.647449270663,429.95871918373,105.276505169795,32.9799427484714,0,0,0
2015-12-10 16:00:00,98,model2,20,190.418334238685,359.526327930064,107.445023265075,40.716084458764,0,0,0
2015-09-14 23:00:00,98,model2,20,186.434505066059,356.980578673774,99.0040707721763,41.6175714333064,0,0,0
2015-12-02 21:00:00,98,model2,20,149.556842981927,510.632943129811,127.376267730369,47.9908080939174,0,0,0
2015-03-08 00:00:00,98,model2,20,174.999821928344,363.016207155122,84.629479464241,49.2291289937878,0,0,0
2015-08-01 06:00:00,98,model2,20,154.244176860457,303.475043706638,100.731296706355,48.890101113563,0,0,0
2015-08-29 04:00:00,98,model2,20,161.756201778615,506.252640751036,81.0210982083779,33.2491649253593,0,0,0
2015-10-26 21:00:00,98,model2,20,162.39622375112,268.438581097494,97.089251501884,40.1466730455427,0,0,0
2015-06-07 14:00:00,98,model2,20,174.56815853514,426.076780911673,122.479301137079,45.8855436272929,0,0,0
2015-11-02 04:00:00,98,model2,20,195.399071407934,416.124600336517,95.4808562778088,41.2313055588351,0,0,0
2015-06-05 21:00:00,98,model2,20,193.008009194711,395.32477408419,99.7543273112589,46.2773730701696,0,0,0
2015-12-23 02:00:00,98,model2,20,173.043563657515,442.869275529922,96.1546207431146,36.4907629788073,0,0,0
2015-04-08 05:00:00,98,model2,20,165.888257830299,505.617186990323,99.523760281543,35.5435282597097,0,0,0
2015-06-04 08:00:00,98,model2,20,210.024790165909,304.902043617157,100.464553158669,45.3449729042382,0,0,0
2015-03-09 15:00:00,98,model2,20,172.447224168178,433.811374031796,94.256754115134,34.8539308677155,0,0,0
2015-12-28 20:00:00,98,model2,20,167.050209428555,425.167377798521,96.0855563343106,39.94125182603,0,0,0
2015-12-28 12:00:00,98,model2,20,161.106321096452,489.421078848616,90.0762090692882,42.6059470079798,0,0,0
2015-10-31 23:00:00,98,model2,20,182.635968526477,492.321685198392,116.832282564332,46.8192970308429,0,0,0
2015-03-28 13:00:00,98,model2,20,143.280207533557,455.350281960772,78.4416377592004,39.1525908979296,0,0,0
2015-08-13 14:00:00,98,model2,20,151.140223949759,463.624518067702,102.305965672568,46.5646732983176,0,0,0
2015-09-12 00:00:00,98,model2,20,165.180499675531,375.270759953436,99.4554057270026,30.7934927265526,0,0,0
2015-06-21 21:00:00,98,model2,20,189.454026632029,435.170363485615,101.504769304207,33.2326926129503,0,0,0
2015-05-24 09:00:00,98,model2,20,165.411619651718,527.95485339146,92.5821838685592,39.8072755185316,0,0,0
2015-09-16 07:00:00,98,model2,20,141.34349226121,403.015022479875,87.3640202881896,44.1753133694703,0,0,0
2015-11-28 06:00:00,98,model2,20,164.639607045259,465.403859755483,104.497939288807,34.6348904667189,0,0,0
2015-12-02 04:00:00,98,model2,20,161.748005185858,448.890683089799,124.347728181658,34.4981493707411,0,0,0
